GOAL-Sales;Date Local;tv_sponsorships;tv_cricket;tv_RON;radio;NPP;Magazines;OOH;Social;Programmatic;Display_Rest;Search;year;day
1.1626016260162602;2002-01-11;1.0529311326124076;1.0195166717650657;1.0502092050209204;1.3205645161290323;1.4914577877540842;1.6262626262626263;1.8000000000000003;1.0;2.0;1.0;1.6770176437108708;2002;Friday
1.565040650406504;2002-01-12;1.0529311326124076;1.3375497093912512;1.8683910232027385;1.340725806451613;1.258012220975184;1.3308080808080809;1.8000000000000003;1.0;2.0;1.0;1.6770176437108708;2002;Saturday
1.3292682926829267;2003-01-01;1.0529311326124076;1.0921127765881513;1.2369722327881323;1.254032258064516;1.1791994014216236;1.231060606060606;1.8000000000000003;1.0;2.0;1.0;1.6770176437108708;2003;Wednesday
1.4227642276422765;2003-01-02;1.0529311326124076;1.38870704598756;2.0;1.0705645161290323;1.1911709689487466;1.246212121212121;1.8000000000000003;1.0;2.0;1.0;1.6770176437108708;2003;Thursday
1.5447154471544715;2003-01-03;1.0529311326124076;1.3642806158866116;1.5435526816279954;1.590725806451613;1.122334455667789;1.1590909090909092;2.0;1.0;2.0;1.0;1.6770176437108708;2003;Friday
1.58130081300813;2003-01-04;1.0529311326124076;1.6120628122769451;1.9132750095093192;1.3366935483870968;1.2250904102755955;1.2891414141414141;2.0;1.0;2.0;1.0;1.6770176437108708;2003;Saturday
1.703252032520325;2003-01-05;1.0529311326124076;1.6342408483736106;1.9463674400912891;1.5463709677419355;1.2250904102755955;1.2891414141414141;2.0;1.0;2.0;1.0;1.6770176437108708;2003;Sunday
1.3617886178861789;2003-01-06;1.156744450768355;1.179973488324666;1.0298381302565403;1.3225806451612903;1.4036662925551815;1.5151515151515151;2.0;1.1600907029478458;2.0;1.1600907029478458;1.156744450768355;2003;Monday
1.8048780487804876;2003-01-07;1.6628343767785998;1.7466605485877436;1.1237902032881113;1.5705645161290323;1.4814814814814816;1.2727272727272727;2.0;1.664172335600907;2.0;1.6641723356009068;1.6628343767785998;2003;Tuesday
1.41869918699187;2003-01-08;1.2530449630051224;1.2878046293463852;1.0477156502261105;1.3508064516129032;1.4298540965207633;1.2436868686868687;2.0;1.2560090702947846;2.0;1.2560090702947846;1.2530449630051224;2003;Wednesday
1.3252032520325203;2003-01-09;1.217302219692658;1.2477821963903335;1.0410802586534804;1.030241935483871;1.3333333333333335;1.1893939393939394;2.0;1.220408163265306;2.0;1.220408163265306;1.217302219692658;2003;Thursday
1.6422764227642275;2003-01-10;1.6006829823562891;1.6770674008361375;1.1122522294070412;1.403225806451613;1.0;1.0018939393939394;2.0;1.6022675736961451;2.0;1.6022675736961451;1.6006829823562891;2003;Friday
1.321138211382114;2003-01-11;1.2138873079112122;1.2439583970633221;1.0404463040446303;1.028225806451613;1.079685746352413;1.0467171717171717;2.0;1.2170068027210885;2.0;1.2170068027210885;1.2138873079112122;2003;Saturday
1.4552845528455283;2003-01-12;1.6578258394991463;1.7410523095747936;1.1228604031951313;1.0826612903225807;1.0920314253647587;1.0536616161616161;2.0;1.6591836734693879;2.0;1.6591836734693877;1.6578258394991463;2003;Sunday
1.9674796747967478;2004-01-01;1.6036425725668755;1.6803813602528805;1.1128016567347112;1.883064516129032;1.0527497194163862;1.0315656565656566;2.0;1.6052154195011337;2.0;1.6052154195011337;1.6036425725668755;2004;Thursday
1.532520325203252;2004-01-02;1.1660785429709732;1.1904252064851637;1.0315709395207304;1.9959677419354838;1.5095398428731763;1.288510101010101;2.0;1.1693877551020408;2.0;1.1693877551020408;1.1660785429709732;2004;Friday
1.345528455284553;2004-01-03;1.094137734775185;1.1098705006627918;1.01821562909429;1.5383064516129032;1.3905723905723906;1.2215909090909092;2.0;1.0977324263038548;2.0;1.0977324263038548;1.094137734775185;2004;Saturday
1.8089430894308944;2004-01-04;1.5150825270347181;1.5812174977057203;1.096361100545201;1.7600806451612905;1.3557800224466892;1.202020202020202;2.0;1.5170068027210886;2.0;1.5170068027210886;1.5150825270347181;2004;Sunday
1.6097560975609757;2004-01-05;1.4570290267501422;1.516212909146528;1.0855838721947508;1.4495967741935485;1.351290684624018;1.1994949494949496;2.0;1.4591836734693877;2.0;1.4591836734693877;1.4570290267501422;2004;Monday
1.630081300813008;2004-01-06;1.3989755264655663;1.4512083205873356;1.0748066438443007;1.6733870967741935;1.430976430976431;1.2443181818181819;2.0;1.401360544217687;2.0;1.401360544217687;1.3989755264655663;2004;Tuesday
1.7764227642276422;2004-01-07;1.6644280022766078;1.748444988273682;1.1240860487722413;1.558467741935484;1.0168350168350169;1.0113636363636365;2.0;1.6657596371882086;2.0;1.6657596371882086;1.6644280022766078;2004;Wednesday
1.459349593495935;2004-01-08;1.4670461013090494;1.527429387172428;1.087443472380711;1.1693548387096775;1.292929292929293;1.1666666666666667;2.0;1.4691609977324265;2.0;1.4691609977324263;1.4670461013090494;2004;Thursday
1.2804878048780488;2004-01-09;1.0531587933978372;1.0639849087386561;1.01060817378809;1.5181451612903225;1.4826038159371493;1.2733585858585859;2.0;1.0569160997732425;2.0;1.0569160997732425;1.0531587933978372;2004;Friday
1.540650406504065;2004-01-10;1.394649971542402;1.4463648414397878;1.0740036346730908;1.4536290322580645;1.3501683501683504;1.1988636363636365;2.0;1.3970521541950114;2.0;1.3970521541950114;1.394649971542402;2004;Saturday
1.3658536585365852;2004-01-11;1.2002276607854296;1.2286631997552768;1.0379104856092303;1.1995967741935485;1.3973063973063975;1.2253787878787878;2.0;1.2034013605442178;2.0;1.2034013605442178;1.2002276607854296;2004;Sunday
1.8780487804878048;2004-01-12;1.5421741605008537;1.611552972366677;1.101390473775411;1.8366935483870968;1.2042648709315376;1.1167929292929293;2.0;1.5439909297052155;2.0;1.5439909297052155;1.5421741605008537;2004;Monday
1.5365853658536586;2005-01-01;1.5132612407512807;1.5791781380646477;1.0960229914204809;1.3185483870967742;1.5566778900112235;1.3150252525252526;2.0;1.5151927437641723;2.0;1.5151927437641723;1.5132612407512807;2005;Saturday
1.3292682926829267;2005-01-02;1.1483210017074559;1.1705414499847049;1.0282743755547104;1.2358870967741935;1.409652076318743;1.2323232323232323;2.0;1.1517006802721088;2.0;1.1517006802721088;1.1483210017074559;2005;Sunday
1.3983739837398375;2005-01-03;1.45088218554354;1.5093300703579078;1.0844427538988208;1.0625;1.3849607182940518;1.2184343434343434;2.0;1.453061224489796;2.0;1.453061224489796;1.45088218554354;2005;Monday
1.3699186991869918;2005-01-04;1.2245873648264087;1.2559396349546244;1.0424326951523604;1.1935483870967742;1.037037037037037;1.0227272727272727;2.0;1.2276643990929705;2.0;1.2276643990929705;1.2245873648264087;2005;Tuesday
1.8536585365853657;2005-01-05;1.4886738759248719;1.5516467829101663;1.0914585182367609;1.840725806451613;1.4410774410774412;1.25;1.2000000000000002;1.490702947845805;2.0;1.490702947845805;1.4886738759248719;2005;Wednesday
1.796747967479675;2005-01-06;1.41172453044963;1.4654838380748445;1.0771734077173407;1.931451612903226;1.655443322109989;1.3705808080808082;1.2000000000000002;1.4140589569160997;2.0;1.4140589569160997;1.41172453044963;2005;Thursday
1.7560975609756098;2005-01-07;1.5940808195788274;1.6696747221372488;1.1110265838299311;1.5806451612903225;1.1750841750841752;1.1003787878787878;1.2000000000000002;1.5956916099773242;2.0;1.5956916099773242;1.5940808195788274;2005;Friday
1.8983739837398375;2005-01-08;1.4488332384746727;1.5070357907617007;1.0840623811335108;1.9959677419354838;1.67003367003367;1.378787878787879;1.2000000000000002;1.4510204081632654;2.0;1.4510204081632652;1.4488332384746727;2005;Saturday
1.1585365853658536;2005-01-09;1.0126351735913488;1.0186091567247884;1.0030852457630701;1.566532258064516;1.4612794612794613;1.2613636363636362;1.2000000000000002;1.0165532879818595;2.0;1.0165532879818595;1.0126351735913488;2005;Sunday
1.4715447154471546;2005-01-10;1.3060899260102448;1.3472009788926278;1.0575630784835806;1.3870967741935485;1.1829405162738496;1.10479797979798;1.2000000000000002;1.308843537414966;2.0;1.3088435374149658;1.3060899260102448;2005;Monday
1.9024390243902438;2005-01-11;1.475924871940808;1.5373712654226575;1.0890917543637209;2.0;1.4197530864197532;1.2380050505050506;1.2000000000000002;1.4780045351473923;2.0;1.4780045351473923;1.4759248719408082;2005;Tuesday
1.6829268292682926;2005-01-12;1.4756972111553786;1.5371163454675232;1.089049490723131;1.594758064516129;1.101010101010101;1.0587121212121213;1.2000000000000002;1.4777777777777779;2.0;1.4777777777777779;1.4756972111553786;2005;Wednesday
1.2642276422764227;2006-01-01;1.1178144564598749;1.136382175996737;1.0226110477156503;1.0403225806451613;1.2368125701459034;1.1351010101010102;1.2000000000000002;1.1213151927437641;2.0;1.1213151927437641;1.1178144564598749;2006;Sunday
1.91869918699187;2006-01-02;1.5908935685828116;1.6661058427653717;1.1104348928616712;1.8608870967741935;1.610549943883277;1.3453282828282829;1.2000000000000002;1.592517006802721;2.0;1.592517006802721;1.5908935685828116;2006;Monday
1.5731707317073171;2006-01-03;1.5408081957882755;1.6100234526358723;1.101136891931871;1.3125;1.3030303030303032;1.1723484848484849;1.2000000000000002;1.5426303854875283;2.0;1.5426303854875283;1.5408081957882755;2006;Tuesday
1.5040650406504064;2006-01-04;1.229823562891292;1.2618027939227083;1.0434047588859303;1.596774193548387;1.0909090909090908;1.053030303030303;1.2000000000000002;1.2328798185941043;2.0;1.2328798185941043;1.229823562891292;2006;Wednesday
1.6666666666666665;2006-01-05;1.2944792259533295;1.3342000611807892;1.0554076328134905;1.8629032258064515;1.3209876543209877;1.182449494949495;1.2000000000000002;1.297278911564626;2.0;1.297278911564626;1.2944792259533295;2006;Thursday
1.3130081300813008;2006-01-06;1.15310187820148;1.1758947690425208;1.0291619120071003;1.1875;1.0067340067340067;1.0056818181818181;1.2000000000000002;1.1564625850340136;2.0;1.1564625850340136;1.15310187820148;2006;Friday
1.321138211382114;2006-01-07;1.0677290836653386;1.0802997858672376;1.0133130467858502;1.495967741935484;1.021324354657688;1.0138888888888888;1.2000000000000002;1.0714285714285714;2.0;1.0714285714285714;1.0677290836653386;2006;Saturday
1.4796747967479673;2006-01-08;1.3131474103585656;1.3551034975017844;1.0588732513418706;1.2923387096774195;1.1111111111111112;1.0643939393939394;1.2000000000000002;1.3158730158730159;2.0;1.3158730158730159;1.3131474103585656;2006;Sunday
1.703252032520325;2006-01-09;1.5364826408651109;1.6051799734883248;1.100333882760661;1.5544354838709677;1.1200897867564534;1.0694444444444444;1.2000000000000002;1.5383219954648526;2.0;1.5383219954648526;1.536482640865111;2006;Monday
1.8414634146341462;2006-01-10;1.4895845190665908;1.5526664627307025;1.091627572799121;1.8850806451612903;1.3019079685746353;1.1717171717171717;1.2000000000000002;1.491609977324263;2.0;1.491609977324263;1.4895845190665908;2006;Tuesday
1.678861788617886;2006-01-11;1.5626067159931702;1.0;1.420734542073454;1.6169354838709677;1.430976430976431;1.2443181818181819;1.6;1.564342403628118;2.0;1.564342403628118;1.5626067159931702;2006;Wednesday
1.4390243902439024;2006-01-12;1.3084803642572567;1.0;1.2320273868391023;1.2883064516129032;1.3524130190796857;1.2001262626262625;1.6;1.3112244897959184;2.0;1.3112244897959182;1.3084803642572567;2006;Thursday
1.2926829268292683;2007-01-01;1.072282299373933;1.0;1.0566332783906005;1.6653225806451613;1.21324354657688;1.1218434343434343;1.6;1.0759637188208617;2.0;1.0759637188208617;1.072282299373933;2007;Monday
1.3821138211382114;2007-01-02;1.3642572566875355;1.0;1.2734457546173026;1.1149193548387097;1.3479236812570146;1.1976010101010102;1.6;1.366780045351474;2.0;1.3667800453514738;1.3642572566875355;2007;Tuesday
1.6260162601626016;2007-01-03;1.603301081388731;1.0;1.4509530450953045;1.495967741935484;1.143658810325477;1.08270202020202;1.6;1.6048752834467122;2.0;1.604875283446712;1.6033010813887307;2007;Wednesday
1.2886178861788617;2007-01-04;1.0441092771770062;1.0;1.0357127762985503;1.8810483870967742;2.0;1.5643939393939394;1.6;1.0479024943310657;2.0;1.0479024943310657;1.0441092771770062;2007;Thursday
1.2154471544715448;2007-01-05;1.074274331246443;1.0;1.0581125058112506;1.032258064516129;1.228956228956229;1.1306818181818181;1.6;1.0779478458049887;2.0;1.0779478458049887;1.074274331246443;2007;Friday
1.5121951219512195;2007-01-06;1.3389299943084803;1.0;1.2546384345547525;1.5745967741935485;1.1560044893378227;1.0896464646464645;1.6;1.3415532879818595;2.0;1.3415532879818595;1.3389299943084803;2007;Saturday
1.1504065040650406;2007-01-07;1.0113830392714855;1.0;1.0114111829593002;1.6028225806451613;1.102132435465769;1.0593434343434343;1.6;1.0153061224489797;2.0;1.0153061224489797;1.0113830392714855;2007;Sunday
1.3821138211382114;2007-01-08;1.3261240751280592;1.0;1.2451291154220023;1.155241935483871;1.2558922558922558;1.1458333333333333;1.6;1.3287981859410432;2.0;1.328798185941043;1.3261240751280592;2007;Monday
1.4146341463414633;2007-01-09;1.2134319863403529;1.0;1.1614471070538017;1.5383064516129032;1.2469135802469136;1.1407828282828283;1.6;1.2165532879818595;2.0;1.2165532879818595;1.2134319863403529;2007;Tuesday
1.434959349593496;2007-01-10;1.6784291405805352;1.0;1.506741050674105;1.0826612903225807;1.410774410774411;1.2329545454545454;1.6;1.6797052154195011;2.0;1.6797052154195011;1.6784291405805352;2007;Wednesday
1.3943089430894309;2007-01-11;1.2103016505406943;1.0;1.1591226068213516;1.409274193548387;1.361391694725028;1.2051767676767677;1.6;1.21343537414966;2.0;1.2134353741496597;1.2103016505406943;2007;Thursday
1.4878048780487805;2007-01-12;1.1906659077973818;1.0;1.1445416508178015;1.8971774193548385;1.3961840628507296;1.2247474747474747;1.6;1.1938775510204083;2.0;1.193877551020408;1.1906659077973818;2007;Friday
1.8170731707317072;2008-01-01;1.6035856573705178;1.0;1.4511643632982545;1.8669354838709677;1.3759820426487095;1.2133838383838385;1.6;1.6051587301587302;2.0;1.6051587301587302;1.6035856573705178;2008;Tuesday
1.5528455284552845;2008-01-02;1.545816733067729;1.0;1.4082667680994039;1.3709677419354838;1.734006734006734;1.4147727272727273;1.6;1.5476190476190477;2.0;1.5476190476190474;1.545816733067729;2008;Wednesday
1.4227642276422765;2008-01-03;1.2131474103585658;1.0;1.1612357888508515;1.5544354838709677;1.1762065095398428;1.101010101010101;1.6;1.2162698412698414;2.0;1.2162698412698412;1.2131474103585658;2008;Thursday
1.5853658536585367;2008-01-04;1.3110415480933408;1.0;1.2339292506656523;1.8185483870967742;1.7059483726150395;1.398989898989899;1.6;1.3137755102040816;2.0;1.3137755102040816;1.3110415480933408;2008;Friday
1.459349593495935;2008-01-05;1.2472965281730222;1.0;1.1865939732048518;1.5141129032258065;1.820426487093154;1.4633838383838385;1.6;1.250283446712018;2.0;1.250283446712018;1.2472965281730222;2008;Saturday
1.613821138211382;2008-01-06;1.3084803642572567;1.0;1.2320273868391023;1.9637096774193548;1.5735129068462403;1.3244949494949494;1.6;1.3112244897959184;2.0;1.3112244897959182;1.3084803642572567;2008;Sunday
1.3902439024390243;2008-01-07;1.3782014797951052;1.0;1.2838003465618528;1.0987903225806452;1.101010101010101;1.0587121212121213;1.6;1.3806689342403629;2.0;1.3806689342403629;1.3782014797951052;2008;Monday
1.2317073170731707;2008-01-08;1.0774046670461013;1.0;1.0604370060437005;1.030241935483871;1.367003367003367;1.2083333333333333;1.6;1.0810657596371882;2.0;1.0810657596371882;1.0774046670461013;2008;Tuesday
1.7235772357723578;2008-01-09;1.6155378486055776;1.0;1.4600397278221546;1.6754032258064515;1.6588103254769924;1.3724747474747474;1.6;1.617063492063492;2.0;1.617063492063492;1.6155378486055776;2008;Wednesday
1.8373983739837398;2008-01-10;1.7100170745589072;1.0;1.530197371201555;1.7358870967741935;1.808080808080808;1.456439393939394;1.6;1.7111678004535147;2.0;1.7111678004535147;1.7100170745589072;2008;Thursday
1.4024390243902438;2008-01-11;1.3016505406943655;1.0;1.2269557499683024;1.282258064516129;1.1189674523007858;1.0688131313131313;1.6;1.304421768707483;2.0;1.304421768707483;1.3016505406943655;2008;Friday
1.6219512195121952;2008-01-12;1.460728514513375;1.0;1.3450826254173534;1.6370967741935485;1.5903479236812572;1.3339646464646464;1.6;1.4628684807256236;2.0;1.4628684807256236;1.460728514513375;2008;Saturday
1.410569105691057;2009-01-01;1.558338076266363;1.0;1.4175647690292041;1.0705645161290323;1.0628507295173961;1.0372474747474747;1.6;1.560090702947846;2.0;1.560090702947846;1.558338076266363;2009;Thursday
1.565040650406504;2009-01-02;1.5221969265793966;1.0;1.390727357254554;1.4233870967741935;1.2435465768799103;1.1388888888888888;1.6;1.524092970521542;2.0;1.5240929705215418;1.5221969265793966;2009;Friday
1.6341463414634148;2009-01-04;1.1225953329538987;1.4825124910778016;1.2857022103884028;1.840725806451613;1.4545454545454546;1.5795454545454546;1.6;1.1260770975056689;2.0;1.0;1.1225953329538987;2009;Sunday
1.410569105691057;2009-01-05;1.1225953329538987;1.7937187723054961;1.187988673344322;1.0866935483870968;1.4934530490086046;1.628787878787879;1.6;1.1260770975056689;2.0;1.0;1.1225953329538987;2009;Monday
1.5365853658536586;2009-01-07;1.1554923164484918;2.0;1.2368454418663624;1.2036290322580645;1.2101259508666917;1.2702020202020203;1.6;1.158843537414966;2.0;1.0;1.1554923164484918;2009;Wednesday
1.532520325203252;2009-01-08;1.1029595902105862;1.6705924339757316;1.1588267613372216;1.346774193548387;1.1752088789125827;1.226010101010101;1.6;1.1065192743764172;2.0;1.0;1.1029595902105862;2009;Thursday
1.7764227642276422;2009-01-09;1.1315879339783723;1.8501070663811565;1.201343983770762;1.691532258064516;1.0495074198777903;1.066919191919192;1.6;1.1350340136054422;2.0;1.0;1.1315879339783723;2009;Friday
1.7154471544715446;2009-01-10;1.0745019920318726;1.4921484653818702;1.116563120747221;1.935483870967742;1.5852350667165482;1.744949494949495;1.6;1.0781746031746031;2.0;1.0;1.0745019920318726;2009;Saturday
1.2276422764227641;2009-01-11;1.010244735344337;1.0892219842969308;1.0211318202950002;1.221774193548387;1.292929292929293;1.375;1.6;1.0141723356009071;2.0;1.0;1.010244735344337;2009;Sunday
1.2886178861788617;2009-01-12;1.0474672737620945;1.3226266952177017;1.0764126621867207;1.0060483870967742;1.2280833021573763;1.2929292929292928;1.6;1.05124716553288;2.0;1.0;1.0474672737620945;2009;Monday
1.1504065040650406;2010-01-01;1.0034718269778031;1.0467523197715918;1.0110730738345801;1.0080645161290323;1.2520264372116223;1.3232323232323233;1.6;1.0074263038548752;2.0;1.0;1.0034718269778031;2010;Friday
1.7398373983739837;2010-01-02;1.1413773477518498;1.9114917915774448;1.215882676133722;1.5423387096774193;1.0515026811323107;1.0694444444444444;2.0;1.1447845804988663;2.0;1.0;1.1413773477518498;2010;Saturday
1.4796747967479673;2010-01-03;1.1245304496300512;1.8058529621698787;1.1908626009044418;1.1653225806451613;1.5602943010350419;1.7133838383838385;2.0;1.1280045351473924;2.0;1.0;1.1245304496300512;2010;Sunday
1.821138211382114;2010-01-04;1.1335799658508823;1.8625981441827266;1.204302438612062;1.7661290322580645;1.2280833021573763;1.2929292929292928;2.0;1.1370181405895692;2.0;1.0;1.1335799658508823;2010;Monday
1.508130081300813;2010-01-05;1.0960159362549802;1.6270521056388294;1.1485144330332615;1.310483870967742;1.0205761316872428;1.0303030303030303;2.0;1.0996031746031747;2.0;1.0;1.0960159362549802;2010;Tuesday
1.58130081300813;2010-01-06;1.115310187820148;1.7480371163454675;1.1771691813532819;1.4153225806451613;1.1033794737498441;1.1351010101010102;2.0;1.1188208616780044;2.0;1.0;1.115310187820148;2010;Wednesday
1.5284552845528454;2010-01-07;1.0405236198064882;1.2790863668807995;1.0661003338827606;1.943548387096774;1.3408155630377854;1.4356060606060606;2.0;1.0443310657596372;2.0;1.0;1.0405236198064882;2010;Thursday
1.4471544715447155;2010-01-08;1.0387592487194082;1.26802284082798;1.0634799881661807;1.7056451612903225;1.522384337199152;1.6654040404040404;2.0;1.0425736961451246;2.0;1.0;1.0387592487194082;2010;Friday
1.4308943089430894;2010-01-09;1.075241889584519;1.4967880085653105;1.1176619754025612;1.2883064516129032;1.2520264372116223;1.3232323232323233;2.0;1.0789115646258503;2.0;1.0;1.075241889584519;2010;Saturday
1.3170731707317074;2010-01-10;1.0394991462720546;1.2726623840114204;1.0645788428215206;1.0161290322580645;1.1442823294675146;1.1868686868686869;2.0;1.043310657596372;2.0;1.0;1.0394991462720546;2010;Sunday
1.58130081300813;2010-01-11;1.0675583380762663;1.448608137044968;1.106250792443261;1.7439516129032258;1.7867564534231202;2.0;2.0;1.0712585034013606;2.0;1.0712585034013606;1.0675583380762663;2010;Monday
1.2032520325203253;2010-01-12;1.0843483210017075;1.0;1.0163982925489201;1.3225806451612903;1.219104626512034;1.2815656565656566;2.0;1.087981859410431;2.0;1.087981859410431;1.0843483210017075;2010;Tuesday
1.565040650406504;2011-01-01;1.6393853158793399;1.0;1.1194370483073413;1.5403225806451613;1.4575383464272353;1.5833333333333335;2.0;1.6408163265306124;2.0;1.6408163265306122;1.6393853158793399;2011;Saturday
1.2195121951219512;2011-01-02;1.0816163915765509;1.0;1.0158911288618402;1.4375;1.4994388327721662;1.6363636363636365;2.0;1.0852607709750566;2.0;1.0852607709750566;1.0816163915765509;2011;Sunday
1.5528455284552845;2011-01-04;1.5565167899829255;1.0;1.104053083132581;1.6975806451612905;1.1203391944132686;1.1565656565656566;2.0;1.5582766439909297;2.0;1.5582766439909297;1.5565167899829255;2011;Tuesday
1.3658536585365852;2011-01-06;1.3930563460443939;1.0;1.0737077891889608;1.2379032258064515;1.255019329093403;1.327020202020202;2.0;1.3954648526077098;2.0;1.3954648526077098;1.3930563460443939;2011;Thursday
1.2032520325203253;2011-01-07;1.0404097894137734;1.0;1.0;1.784274193548387;1.5014340940266866;1.6388888888888888;2.0;1.0442176870748299;2.0;1.0442176870748299;1.0404097894137734;2011;Friday
1.2926829268292683;2011-01-08;1.3611838360842343;1.0;1.0677908795063606;1.0;1.0884150143409403;1.1161616161616161;2.0;1.363718820861678;2.0;1.363718820861678;1.3611838360842345;2011;Saturday
1.3292682926829267;2011-01-10;1.267387592487194;1.0;1.0503782595832805;1.2419354838709677;1.4266117969821674;1.5441919191919191;2.0;1.2702947845804988;2.0;1.2702947845804988;1.267387592487194;2011;Monday
1.0;2011-01-11;1.0;1.0;1.0;1.7983870967741935;1.083426861204639;1.1098484848484849;2.0;1.003968253968254;2.0;1.003968253968254;1.0;2011;Tuesday
1.1666666666666667;2012-01-01;1.043824701195219;1.0;1.0;1.5483870967741935;1.017583239805462;1.0265151515151516;2.0;1.0476190476190477;2.0;1.0476190476190477;1.043824701195219;2012;Sunday
1.7317073170731707;2012-01-02;1.996812749003984;1.0;1.185790964033642;1.6754032258064515;1.4465644095273724;1.5694444444444444;2.0;1.9968253968253968;2.0;1.9968253968253968;1.996812749003984;2012;Monday
1.3739837398373984;2012-01-03;1.1640295959021059;1.0;1.0311905667554202;1.778225806451613;1.6510786881157253;1.8282828282828283;2.0;1.1673469387755102;2.0;1.1673469387755102;1.1640295959021059;2012;Tuesday
